selection_objective,evaluation_objective,holdout_session,workload,size,selected_platform,selected_value,oracle_value,regret_pct
edp,energy,1,STRIDED_GEMM,64,5060ti,0.0003328917247089,0.0003328917247089,0.0
edp,energy,1,STRIDED_GEMM,128,5060ti,0.0004304749907228,0.0004304749907228,0.0
edp,energy,1,STRIDED_GEMM,256,3090,0.0021376285056935,0.001246295174311,71.51863777979108
edp,energy,1,STRIDED_GEMM,512,3090,0.0075070639873808,0.0072855162620866,3.0409337831983185
edp,energy,1,STRIDED_GEMM,1024,3090,0.0398911938534278,0.0398911938534278,0.0
edp,energy,1,STRIDED_GEMM,2048,3090,0.2573864844343204,0.2573864844343204,0.0
edp,energy,1,STRIDED_GEMM,4096,3090,1.7928916666666668,1.7928916666666668,0.0
edp,energy,1,STRIDED_GEMM,8192,3090,13.693625,13.693625,0.0
edp,energy,1,STRIDED_GEMM,16384,3090,114.07783333333332,114.07783333333332,0.0
edp,energy,2,AXPY,1000000,5060ti,0.0011128838123311,0.0011128838123311,0.0
edp,energy,2,AXPY,2000000,5060ti,0.0020289443895169,0.0020289443895169,0.0
edp,energy,2,AXPY,4000000,5060ti,0.0047473189813459,0.0047473189813459,0.0
edp,energy,2,AXPY,8000000,3090,0.0412889069956931,0.0230670511896178,78.99516785343042
edp,energy,2,AXPY,16000000,3090,0.0813677486187845,0.0467765390208434,73.94991233217878
edp,energy,2,AXPY,32000000,3090,0.1621364259597806,0.0903144379844961,79.52437016506029
edp,energy,2,AXPY,64000000,3090,0.3229981768459434,0.1824980657640232,76.98717818937988
edp,energy,2,AXPY,128000000,3090,0.6375480943738657,0.368027027027027,73.23404194633937
edp,energy,2,AXPY,256000000,3090,1.2767771739130436,0.7360658914728682,73.45963027280233
edp,energy,2,CONV2D,1,3090,0.1071140731556106,0.1071140731556106,0.0
edp,energy,2,CONV2D,2,3090,0.0983248269896193,0.0926434402332361,6.132529990337043
edp,energy,2,CONV2D,3,3090,0.0784748464808691,0.0784748464808691,0.0
edp,energy,2,CONV2D,4,3090,0.1000491778319123,0.083955294117647,19.16958767568946
edp,energy,2,CONV2D,5,3090,0.158600519112789,0.158600519112789,0.0
edp,energy,2,CONV2D,6,3090,0.2594184741959611,0.218264598540146,18.855039218943958
edp,energy,2,GEMM,64,5060ti,0.000336495,0.000336495,0.0
edp,energy,2,GEMM,128,5060ti,0.000407041659308,0.000407041659308,0.0
edp,energy,2,GEMM,256,3090,0.0019903793687717,0.0012409696751375,60.38904162192078
edp,energy,2,GEMM,512,3090,0.0072134093990058,0.0072134093990058,0.0
edp,energy,2,GEMM,1024,3090,0.0399124833676061,0.0399124833676061,0.0
edp,energy,2,GEMM,2048,3090,0.250474416854778,0.250474416854778,0.0
edp,energy,2,GEMM,4096,3090,1.7220583333333337,1.7220583333333337,0.0
edp,energy,2,GEMM,8192,3090,13.143166666666668,13.143166666666668,0.0
edp,energy,2,GEMM,16384,3090,103.080375,103.080375,0.0
edp,energy,2,REDUCTION,1000000,5060ti,0.0004004339781535,0.0004004339781535,0.0
edp,energy,2,REDUCTION,2000000,5060ti,0.0007239961970641,0.0007239961970641,0.0
edp,energy,2,REDUCTION,4000000,5060ti,0.0010149071298707,0.0010149071298707,0.0
edp,energy,2,REDUCTION,8000000,5060ti,0.0018101359096119,0.0018101359096119,0.0
edp,energy,2,REDUCTION,16000000,3090,0.0266429340304474,0.0134059067972692,98.74026004622529
edp,energy,2,REDUCTION,32000000,3090,0.0524100847835787,0.0255780720665229,104.90240486957609
edp,energy,2,REDUCTION,64000000,3090,0.1040282246270839,0.0505450121654501,105.81303707389766
edp,energy,2,REDUCTION,128000000,3090,0.2067988972721996,0.1011799516908212,104.38722673452303
edp,energy,2,REDUCTION,256000000,3090,0.4082413394919168,0.2011105769230769,102.9934704270008
edp,energy,2,STREAM,1000000,5060ti,0.0011647752394988,0.0011647752394988,0.0
edp,energy,2,STREAM,2000000,5060ti,0.0021426227628995,0.0021426227628995,0.0
edp,energy,2,STREAM,4000000,5060ti,0.0104462052505966,0.0104462052505966,0.0
edp,energy,2,STREAM,8000000,3090,0.0413121078317453,0.0244504001940334,68.96291064318301
edp,energy,2,STREAM,16000000,3090,0.0812964408725602,0.0494774600096946,64.31005321742668
edp,energy,2,STREAM,32000000,3090,0.1612892938496583,0.0977298739088263,65.03581494449439
edp,energy,2,STREAM,64000000,3090,0.3206759090909091,0.1951065891472868,64.35934352213471
edp,energy,2,STREAM,128000000,3090,0.6405578661844485,0.3903100775193798,64.11512361031552
edp,energy,2,STREAM,256000000,3090,1.2764314079422383,0.7845620155038759,62.693500668964305
edp,energy,2,STRIDED_GEMM,64,5060ti,0.000328479789707,0.000328479789707,0.0
edp,energy,2,STRIDED_GEMM,128,5060ti,0.0004243214979824,0.0004243214979824,0.0
edp,energy,2,STRIDED_GEMM,256,3090,0.0021720491964435,0.0012476624035895,74.08949650118153
edp,energy,2,STRIDED_GEMM,512,3090,0.0075459808251149,0.007332893847194,2.905905667820896
edp,energy,2,STRIDED_GEMM,1024,3090,0.0405251289432649,0.0405251289432649,0.0
edp,energy,2,STRIDED_GEMM,2048,3090,0.2585576335877863,0.2585576335877863,0.0
edp,energy,2,STRIDED_GEMM,4096,3090,1.7959088397790053,1.7959088397790053,0.0
edp,energy,2,STRIDED_GEMM,8192,3090,13.703958333333333,13.703958333333333,0.0
edp,energy,2,STRIDED_GEMM,16384,3090,112.3175,112.3175,0.0
edp,energy,3,AXPY,1000000,5060ti,0.0011103864734299,0.0011103864734299,0.0
edp,energy,3,AXPY,2000000,5060ti,0.0020346831162504,0.0020346831162504,0.0
edp,energy,3,AXPY,4000000,5060ti,0.004748283570174,0.004748283570174,0.0
edp,energy,3,AXPY,8000000,3090,0.0410434554973822,0.023050826848249,78.0563264284811
edp,energy,3,AXPY,16000000,3090,0.0808264719411223,0.0464936923823386,73.84395129655388
edp,energy,3,AXPY,32000000,3090,0.1610137111517367,0.0934747817652764,72.25363687508428
edp,energy,3,AXPY,64000000,3090,0.3237019143117593,0.1831434108527131,76.7477807716957
edp,energy,3,AXPY,128000000,3090,0.6394210526315789,0.3667567567567568,74.3447232672691
edp,energy,3,AXPY,256000000,3090,1.2690595667870035,0.7419147286821706,71.05194407464808
edp,energy,3,CONV2D,1,3090,0.107063582920792,0.107063582920792,0.0
edp,energy,3,CONV2D,2,3090,0.0979851670506912,0.0924463869463869,5.991342968889035
edp,energy,3,CONV2D,3,3090,0.0783677647058823,0.0783677647058823,0.0
edp,energy,3,CONV2D,4,3090,0.1001294602012808,0.0855971756821445,16.977528058986778
edp,energy,3,CONV2D,5,3090,0.1572666198501872,0.1572666198501872,0.0
edp,energy,3,CONV2D,6,3090,0.2526645894428152,0.2181224116930572,15.836143329629927
edp,energy,3,GEMM,64,5060ti,0.0003328180970606,0.0003328180970606,0.0
edp,energy,3,GEMM,128,5060ti,0.0004245956397689,0.0004245956397689,0.0
edp,energy,3,GEMM,256,3090,0.0020196103990151,0.0012479899127188,61.829064356401034
edp,energy,3,GEMM,512,3090,0.0071977680989348,0.0071977680989348,0.0
edp,energy,3,GEMM,1024,3090,0.0395013713331743,0.0395013713331743,0.0
edp,energy,3,GEMM,2048,3090,0.2509823175319789,0.2509823175319789,0.0
edp,energy,3,GEMM,4096,3090,1.7268555555555556,1.7268555555555556,0.0
edp,energy,3,GEMM,8192,3090,13.206083333333334,13.206083333333334,0.0
edp,energy,3,GEMM,16384,3090,104.2845,104.2845,0.0
edp,energy,3,REDUCTION,1000000,5060ti,0.0004025485459273,0.0004025485459273,0.0
edp,energy,3,REDUCTION,2000000,5060ti,0.0007296760128185,0.0007296760128185,0.0
edp,energy,3,REDUCTION,4000000,5060ti,0.001019212815095,0.001019212815095,0.0
edp,energy,3,REDUCTION,8000000,5060ti,0.0018187064370643,0.0018187064370643,0.0
edp,energy,3,REDUCTION,16000000,3090,0.0264924638572746,0.0131456325301204,101.53053720749301
edp,energy,3,REDUCTION,32000000,3090,0.0519663740514804,0.0257552339901477,101.77014921067848
edp,energy,3,REDUCTION,64000000,3090,0.1030016086575021,0.0510729927007299,101.67529492750886
edp,energy,3,REDUCTION,128000000,3090,0.2053828985507246,0.1017971014492753,101.75711845102518
edp,energy,3,REDUCTION,256000000,3090,0.4099105080831409,0.203155421686747,101.77187725523633
edp,energy,3,STREAM,1000000,5060ti,0.0011795218210103,0.0011795218210103,0.0
edp,energy,3,STREAM,2000000,5060ti,0.0021713880410953,0.0021713880410953,0.0
edp,energy,3,STREAM,4000000,5060ti,0.0104232127517419,0.0104232127517419,0.0
edp,energy,3,STREAM,8000000,3090,0.0411414405010438,0.024787915554477,65.97378029074798
edp,energy,3,STREAM,16000000,3090,0.0810485314364387,0.0493795443528841,64.13381795756669
edp,energy,3,STREAM,32000000,3090,0.1614977241693218,0.0978553398058252,65.03721155103285
edp,energy,3,STREAM,64000000,3090,0.3215694822888283,0.1960968992248062,63.98499086932521
edp,energy,3,STREAM,128000000,3090,0.6378363471971067,0.394265503875969,61.77838053966853
edp,energy,3,STREAM,256000000,3090,1.2723303249097473,0.7856279069767442,61.95075475436364
edp,energy,3,STRIDED_GEMM,64,5060ti,0.00032838672915,0.00032838672915,0.0
edp,energy,3,STRIDED_GEMM,128,5060ti,0.0004190262752675,0.0004190262752675,0.0
edp,energy,3,STRIDED_GEMM,256,3090,0.0021686073608016,0.0012450789335778,74.17428745420919
edp,energy,3,STRIDED_GEMM,512,3090,0.0076243319203833,0.0074883421492204,1.8160197337812267
edp,energy,3,STRIDED_GEMM,1024,3090,0.0411330347415567,0.0411330347415567,0.0
edp,energy,3,STRIDED_GEMM,2048,3090,0.2575174506828528,0.2575174506828528,0.0
edp,energy,3,STRIDED_GEMM,4096,3090,1.8130888888888888,1.8130888888888888,0.0
edp,energy,3,STRIDED_GEMM,8192,3090,13.5970625,13.5970625,0.0
edp,energy,3,STRIDED_GEMM,16384,3090,111.708625,111.708625,0.0
edp,energy,4,AXPY,1000000,5060ti,0.0010727175960042,0.0010727175960042,0.0
edp,energy,4,AXPY,2000000,5060ti,0.0020030592213672,0.0020030592213672,0.0
edp,energy,4,AXPY,4000000,5060ti,0.0047480771789753,0.0047480771789753,0.0
edp,energy,4,AXPY,8000000,3090,0.0412828947368421,0.0233667478684531,76.67368591149635
edp,energy,4,AXPY,16000000,3090,0.081547465437788,0.0462867540029112,76.17883818912661
edp,energy,4,AXPY,32000000,3090,0.1598351598173515,0.0926299709020368,72.55231569314566
edp,energy,4,AXPY,64000000,3090,0.3197458941605839,0.1852732558139534,72.58070667342535
edp,energy,4,AXPY,128000000,3090,0.6417862318840579,0.3646143410852713,76.01782474430023
edp,energy,4,AXPY,256000000,3090,1.2789148550724638,0.7406666666666666,72.67077251203385
edp,energy,4,CONV2D,1,3090,0.1065770775409329,0.1065770775409329,0.0
edp,energy,4,CONV2D,2,3090,0.0977021826536473,0.0918750728013977,6.342427466529266
edp,energy,4,CONV2D,3,3090,0.0793948308718437,0.0793948308718437,0.0
edp,energy,4,CONV2D,4,3090,0.1003395099540581,0.0865180810028929,15.975191302154567
edp,energy,4,CONV2D,5,3090,0.1597480988593155,0.1597480988593155,0.0
edp,energy,4,CONV2D,6,3090,0.2499139048991354,0.2099981927710843,19.007645542722628
edp,energy,4,GEMM,64,5060ti,0.0003318445800536,0.0003318445800536,0.0
edp,energy,4,GEMM,128,5060ti,0.0004407619205195,0.0004407619205195,0.0
edp,energy,4,GEMM,256,3090,0.0019915961861547,0.0012582528246274,58.282671588236745
edp,energy,4,GEMM,512,3090,0.0072255863346739,0.0072255863346739,0.0
edp,energy,4,GEMM,1024,3090,0.0398839458413926,0.0398839458413926,0.0
edp,energy,4,GEMM,2048,3090,0.2509364661654135,0.2509364661654135,0.0
edp,energy,4,GEMM,4096,3090,1.717661111111111,1.717661111111111,0.0
edp,energy,4,GEMM,8192,3090,13.133895833333334,13.133895833333334,0.0
edp,energy,4,GEMM,16384,3090,103.273875,103.273875,0.0
edp,energy,4,REDUCTION,1000000,5060ti,0.0004071096194392,0.0004071096194392,0.0
edp,energy,4,REDUCTION,2000000,5060ti,0.0007354623763431,0.0007354623763431,0.0
edp,energy,4,REDUCTION,4000000,5060ti,0.0010193909390201,0.0010193909390201,0.0
edp,energy,4,REDUCTION,8000000,5060ti,0.0018198622132004,0.0018198622132004,0.0
edp,energy,4,REDUCTION,16000000,3090,0.0262709694779734,0.0126077238862703,108.37202428411565
edp,energy,4,REDUCTION,32000000,3090,0.0516548415885765,0.0257298337438423,100.75855173739163
edp,energy,4,REDUCTION,64000000,3090,0.1026599415204678,0.050971107055961,101.40810637633946
edp,energy,4,REDUCTION,128000000,3090,0.2052623188405797,0.101903381642512,101.42836825637636
edp,energy,4,REDUCTION,256000000,3090,0.4103868360277136,0.2025132211538461,102.64693519241845
edp,energy,4,STREAM,1000000,5060ti,0.0011807213624826,0.0011807213624826,0.0
edp,energy,4,STREAM,2000000,5060ti,0.0021629841379013,0.0021629841379013,0.0
edp,energy,4,STREAM,4000000,5060ti,0.0105152817574021,0.0105152817574021,0.0
edp,energy,4,STREAM,8000000,3090,0.0412695530726257,0.0246636341581756,67.32957036238514
edp,energy,4,STREAM,16000000,3090,0.0810063044475011,0.0492696411251212,64.41423683558813
edp,energy,4,STREAM,32000000,3090,0.1612697038724373,0.0982754607177497,64.09966709350678
edp,energy,4,STREAM,64000000,3090,0.3208197093551317,0.1964176356589147,63.335490868164726
edp,energy,4,STREAM,128000000,3090,0.6377576853526221,0.3972693798449612,60.535323815168994
edp,energy,4,STREAM,256000000,3090,1.277,0.7856627906976743,62.5379253185727
edp,energy,4,STRIDED_GEMM,64,5060ti,0.0003301833153612,0.0003301833153612,0.0
edp,energy,4,STRIDED_GEMM,128,5060ti,0.0004277205107757,0.0004277205107757,0.0
edp,energy,4,STRIDED_GEMM,256,3090,0.0021616795683107,0.0012573772639439,71.9197276981419
edp,energy,4,STRIDED_GEMM,512,3090,0.0075230361588889,0.0072599729546991,3.6234736111451893
edp,energy,4,STRIDED_GEMM,1024,3090,0.0404943806791009,0.0404943806791009,0.0
edp,energy,4,STRIDED_GEMM,2048,3090,0.2590519877675841,0.2590519877675841,0.0
edp,energy,4,STRIDED_GEMM,4096,3090,1.8068722222222224,1.8068722222222224,0.0
edp,energy,4,STRIDED_GEMM,8192,3090,13.599875,13.599875,0.0
edp,energy,4,STRIDED_GEMM,16384,3090,111.51975,111.51975,0.0
edp,energy,5,AXPY,1000000,5060ti,0.0011163104888233,0.0011163104888233,0.0
edp,energy,5,AXPY,2000000,5060ti,0.0020373554571637,0.0020373554571637,0.0
edp,energy,5,AXPY,4000000,5060ti,0.0047548633472602,0.0047548633472602,0.0
edp,energy,5,AXPY,8000000,3090,0.0411059124767225,0.0229790957705396,78.88394255017828
edp,energy,5,AXPY,16000000,3090,0.0806471198156682,0.0463498062015503,73.99667102161635
edp,energy,5,AXPY,32000000,3090,0.1603002742230347,0.092560620756547,73.1840959068939
edp,energy,5,AXPY,64000000,3090,0.3224038286235187,0.1824071566731141,76.74955001973306
edp,energy,5,AXPY,128000000,3090,0.6397141560798547,0.3683474903474903,73.67137630729165
edp,energy,5,AXPY,256000000,3090,1.2721684782608695,0.7448449612403101,70.79641327538344
edp,energy,5,CONV2D,1,3090,0.1059935483870967,0.1059935483870967,0.0
edp,energy,5,CONV2D,2,3090,0.0974230217889908,0.0923613053613053,5.4803431024331495
edp,energy,5,CONV2D,3,3090,0.0782325553983969,0.0782325553983969,0.0
edp,energy,5,CONV2D,4,3090,0.1001823187519119,0.0861732530120482,16.25686074297907
edp,energy,5,CONV2D,5,3090,0.1587692853762423,0.1587692853762423,0.0
edp,energy,5,CONV2D,6,3090,0.2517311906501095,0.2179719512195121,15.487882381985774
edp,energy,5,GEMM,64,5060ti,0.0003347796931087,0.0003347796931087,0.0
edp,energy,5,GEMM,128,5060ti,0.0004186242111759,0.0004186242111759,0.0
edp,energy,5,GEMM,256,3090,0.001994293700622,0.0012592353037497,58.37339492336919
edp,energy,5,GEMM,512,3090,0.0071338785469004,0.0071338785469004,0.0
edp,energy,5,GEMM,1024,3090,0.0401171231216674,0.0401171231216674,0.0
edp,energy,5,GEMM,2048,3090,0.2481971407072987,0.2481971407072987,0.0
edp,energy,5,GEMM,4096,3090,1.7184388888888886,1.7184388888888886,0.0
edp,energy,5,GEMM,8192,3090,13.074854166666666,13.074854166666666,0.0
edp,energy,5,GEMM,16384,3090,103.623875,103.623875,0.0
edp,energy,5,REDUCTION,1000000,5060ti,0.0004093440537001,0.0004093440537001,0.0
edp,energy,5,REDUCTION,2000000,5060ti,0.0007337658080009,0.0007337658080009,0.0
edp,energy,5,REDUCTION,4000000,5060ti,0.0010198147511178,0.0010198147511178,0.0
edp,energy,5,REDUCTION,8000000,5060ti,0.001830818280606,0.001830818280606,0.0
edp,energy,5,REDUCTION,16000000,3090,0.0265895533861173,0.013697242206235,94.12340809753445
edp,energy,5,REDUCTION,32000000,3090,0.0519617843866171,0.0257176724137931,102.0469953523032
edp,energy,5,REDUCTION,64000000,3090,0.103804621234279,0.0510550486618004,103.3190134082588
edp,energy,5,REDUCTION,128000000,3090,0.2063759420289855,0.1017820048309178,102.76270090358422
edp,energy,5,REDUCTION,256000000,3090,0.4101645496535797,0.2035204819277108,101.53477712344822
edp,energy,5,STREAM,1000000,5060ti,0.0011669327765495,0.0011669327765495,0.0
edp,energy,5,STREAM,2000000,5060ti,0.0021483758185387,0.0021483758185387,0.0
edp,energy,5,STREAM,4000000,5060ti,0.0104175735013363,0.0104175735013363,0.0
edp,energy,5,STREAM,8000000,3090,0.0411891592920354,0.0248203011170471,65.94947457646202
edp,energy,5,STREAM,16000000,3090,0.0813908547794117,0.0495196316044595,64.36078408160459
edp,energy,5,STREAM,32000000,3090,0.1612389521640091,0.097985465116279,64.55394886646447
edp,energy,5,STREAM,64000000,3090,0.319825,0.1957567829457364,63.3787576539073
edp,energy,5,STREAM,128000000,3090,0.639745931283906,0.3926027131782945,62.94995164574302
edp,energy,5,STREAM,256000000,3090,1.2799094202898549,0.7849069767441861,63.065109396651245
edp,energy,5,STRIDED_GEMM,64,5060ti,0.0003306468934275,0.0003306468934275,0.0
edp,energy,5,STRIDED_GEMM,128,5060ti,0.0004241905507189,0.0004241905507189,0.0
edp,energy,5,STRIDED_GEMM,256,3090,0.0021610055931018,0.0012522025349621,72.57636306950988
edp,energy,5,STRIDED_GEMM,512,3090,0.0069264347185788,0.0069264347185788,0.0
edp,energy,5,STRIDED_GEMM,1024,3090,0.0406902180460185,0.0406902180460185,0.0
edp,energy,5,STRIDED_GEMM,2048,3090,0.2570708333333333,0.2570708333333333,0.0
edp,energy,5,STRIDED_GEMM,4096,3090,1.798779005524862,1.798779005524862,0.0
edp,energy,5,STRIDED_GEMM,8192,3090,13.750395833333332,13.750395833333332,0.0
edp,energy,5,STRIDED_GEMM,16384,3090,111.2755,111.2755,0.0
edp,runtime,1,AXPY,1000000,5060ti,8.188087509211496e-06,8.188087509211496e-06,0.0
edp,runtime,1,AXPY,2000000,5060ti,1.4329162604421902e-05,1.4329162604421902e-05,0.0
edp,runtime,1,AXPY,4000000,5060ti,2.661276897496608e-05,2.661276897496608e-05,0.0
edp,runtime,1,AXPY,8000000,3090,0.0001162878445529,0.0001162878445529,0.0
edp,runtime,1,AXPY,16000000,3090,0.0002304997519013,0.0002304997519013,0.0
edp,runtime,1,AXPY,32000000,3090,0.0004571638276965,0.0004571638276965,0.0
edp,runtime,1,AXPY,64000000,3090,0.0009120088422727,0.0009120088422727,0.0
edp,runtime,1,AXPY,128000000,3090,0.0018179540099457,0.0018179540099457,0.0
edp,runtime,1,AXPY,256000000,3090,0.0036254914855072,0.0036254914855072,0.0
edp,runtime,1,CONV2D,1,3090,0.0003102849536951,0.0003102849536951,0.0
edp,runtime,1,CONV2D,2,3090,0.0002893260806451,0.0002893260806451,0.0
edp,runtime,1,CONV2D,3,3090,0.0002387750374255,0.0002387750374255,0.0
edp,runtime,1,CONV2D,4,3090,0.0003060187135225,0.0003060187135225,0.0
edp,runtime,1,CONV2D,5,3090,0.0004733076907677,0.0004733076907677,0.0
edp,runtime,1,CONV2D,6,3090,0.0007517900052356,0.0007517900052356,0.0
edp,runtime,1,GEMM,64,5060ti,9.769017892877015e-06,5.217029646225186e-06,87.25248954537663
edp,runtime,1,GEMM,128,5060ti,9.78786126601135e-06,5.161149326824335e-06,89.64499273718629
edp,runtime,1,GEMM,256,3090,7.180509782803805e-06,7.180509782803805e-06,0.0
edp,runtime,1,GEMM,512,3090,2.268124110511216e-05,2.268124110511216e-05,0.0
edp,runtime,1,GEMM,1024,3090,0.0001210981721341,0.0001210981721341,0.0
edp,runtime,1,GEMM,2048,3090,0.0007520269865067,0.0007520269865067,0.0
edp,runtime,1,GEMM,4096,3090,0.0055481767955801,0.0055481767955801,0.0
edp,runtime,1,GEMM,8192,3090,0.0417421458333333,0.0417421458333333,0.0
edp,runtime,1,GEMM,16384,3090,0.332597875,0.332597875,0.0
edp,runtime,1,REDUCTION,1000000,5060ti,6.258617487122562e-06,5.700756277427376e-06,9.785740392096475
edp,runtime,1,REDUCTION,2000000,5060ti,8.1960527370483e-06,8.1960527370483e-06,0.0
edp,runtime,1,REDUCTION,4000000,5060ti,1.2284495780305637e-05,1.2284495780305637e-05,0.0
edp,runtime,1,REDUCTION,8000000,5060ti,2.050992609266361e-05,2.050992609266361e-05,0.0
edp,runtime,1,REDUCTION,16000000,3090,7.691327039913865e-05,7.691327039913865e-05,0.0
edp,runtime,1,REDUCTION,32000000,3090,0.0001487895335465,0.0001487895335465,0.0
edp,runtime,1,REDUCTION,64000000,3090,0.0002924800657894,0.0002924800657894,0.0
edp,runtime,1,REDUCTION,128000000,3090,0.0005799535315942,0.0005799535315942,0.0
edp,runtime,1,REDUCTION,256000000,3090,0.0011548241166281,0.0011548241166281,0.0
edp,runtime,1,STREAM,1000000,5060ti,8.188119217227545e-06,8.188119217227545e-06,0.0
edp,runtime,1,STREAM,2000000,5060ti,1.4329450199888234e-05,1.4329450199888234e-05,0.0
edp,runtime,1,STREAM,4000000,5060ti,9.577781501340484e-05,5.958870487310854e-05,60.73149301928844
edp,runtime,1,STREAM,8000000,3090,0.0001164360228198,0.0001164360228198,0.0
edp,runtime,1,STREAM,16000000,3090,0.0002298244485294,0.0002298244485294,0.0
edp,runtime,1,STREAM,32000000,3090,0.0004555765027322,0.0004555765027322,0.0
edp,runtime,1,STREAM,64000000,3090,0.0009091030881017,0.0009091030881017,0.0
edp,runtime,1,STREAM,128000000,3090,0.0018097649186256,0.0018097649186256,0.0
edp,runtime,1,STREAM,256000000,3090,0.0036186895306859,0.0036186895306859,0.0
edp,runtime,1,STRIDED_GEMM,64,5060ti,9.745628561687204e-06,5.266399936827144e-06,85.05295227461718
edp,runtime,1,STRIDED_GEMM,128,5060ti,9.768276010234174e-06,5.1937753868660095e-06,88.07659713079114
edp,runtime,1,STRIDED_GEMM,256,3090,7.281878877013135e-06,7.281878877013135e-06,0.0
edp,runtime,1,STRIDED_GEMM,512,3090,2.2870950780696337e-05,2.2870950780696337e-05,0.0
edp,runtime,1,STRIDED_GEMM,1024,3090,0.0001220956264775,0.0001220956264775,0.0
edp,runtime,1,STRIDED_GEMM,2048,3090,0.0007633280182232,0.0007633280182232,0.0
edp,runtime,1,STRIDED_GEMM,4096,3090,0.0055567777777777,0.0055567777777777,0.0
edp,runtime,1,STRIDED_GEMM,8192,3090,0.041750125,0.041750125,0.0
edp,runtime,1,STRIDED_GEMM,16384,3090,0.3327878333333333,0.3327878333333333,0.0
edp,runtime,2,AXPY,1000000,5060ti,8.188074392041267e-06,8.188074392041267e-06,0.0
edp,runtime,2,AXPY,2000000,5060ti,1.4329123006490994e-05,1.4329123006490994e-05,0.0
edp,runtime,2,AXPY,4000000,5060ti,2.6613832286649455e-05,2.6613832286649455e-05,0.0
edp,runtime,2,AXPY,8000000,3090,0.0001164095165871,0.0001164095165871,0.0
edp,runtime,2,AXPY,16000000,3090,0.0002302442396408,0.0002302442396408,0.0
edp,runtime,2,AXPY,32000000,3090,0.0004571387360603,0.0004571387360603,0.0
edp,runtime,2,AXPY,64000000,3090,0.0009121405378304,0.0009121405378304,0.0
edp,runtime,2,AXPY,128000000,3090,0.0018178801125226,0.0018178801125226,0.0
